,LIST_ENTRPS,LIST_REGION,LIST_SIGUNGU,LIST_REPAIR_SHOP,LIST_ADDRESS,LIST_TEL,LIST_REPAIR_RANGE
605,현대,경상남도,진주시,상대점,경상남도 진주시 모덕로 195 (상대동),055-761-8611,고전압배터리 제외 전 작업 수리 가능
606,현대,서울특별시,동작구,상도점,서울특별시 동작구 상도로 386 ,02-822-4331,고전압배터리 제외 전 작업 수리 가능
607,현대,경상북도,포항시,상도점,경상북도 포항시 남구 포스코대로 319 (상도동),054-272-8205,고전압배터리 제외 전 작업 수리 가능
608,현대,서울특별시,동작구,상도중앙점,서울특별시 동작구 상도로 226,02-813-8204,고전압배터리 제외 전 작업 수리 가능
609,현대,경기도,부천시,상동동부점,경기도 부천시 부일로276번길 12,032-651-8204,고전압배터리 제외 전 작업 수리 가능
610,현대,대구광역시,수성구,상동점,대구광역시 수성구 수성로 17 (상동),053-761-8572,고전압배터리 제외 전 작업 수리 가능
611,현대,경기도,부천시,상동중부점,경기도 부천시 상이로9번길 7-4,032-321-8204,고전압배터리 제외 전 작업 수리 가능
612,현대,대전광역시,대덕구,상서점,대전광역시 대덕구 신탄진로 607 (상서동),042-933-4972,고전압배터리 제외 전 작업 수리 가능
613,현대,울산광역시,북구,상안점,울산광역시 북구 신답1길 9-5 (상안동),052-294-1844,고전압배터리 제외 전 작업 수리 가능
614,현대,서울특별시,마포구,상암현대서비스,서울특별시 마포구 모래내로3길 19 (성산동),02-374-6437,고전압배터리 제외 전 작업 수리 가능
615,현대,경상북도,상주시,상주현대서비스,경상북도 상주시 북상주로 102 (죽전동),054-535-9003,고전압배터리 제외 전 작업 수리 가능
616,현대,경상남도,진주시,상평점,경상남도 진주시 도동로 8 (상평동),055-753-8588,고전압배터리 제외 전 작업 수리 가능
617,현대,경기도,용인시,상하점,경기도 용인시 기흥구 중부대로 804 (상하동),031-281-0018,고전압배터리 제외 전 작업 수리 가능
618,현대,경기도,용인시,상현점(주),경기도 용인시 기흥구 이현로 71-1,031-265-3337,고전압배터리 제외 전 작업 수리 가능
619,현대,강원특별자치도,양양군,새한자동차공업사,강원특별자치도 양양군 양양읍 남문1길 3,033-671-7740,고전압배터리 제외 전 작업 수리 가능
620,현대,광주광역시,서구,서광주현대서비스(유),"광주광역시 서구 죽봉대로 9, 1층 (화정동)",062-365-8204,고전압배터리 제외 전 작업 수리 가능
621,현대,경상북도,구미시,서구미현대서비스,경상북도 구미시 선기로3길 44 (남통동),054-457-5055,모든수리
622,현대,대구광역시,군위군,서군위현대서비스,대구광역시 군위군 군위읍 경북대로 3605,054-383-4567,고전압배터리 제외 전 작업 수리 가능
623,현대,제주특별자치도,서귀포시,서귀점,제주특별자치도 서귀포시 정방로 25 (서귀동),064-733-4004,모든수리
624,현대,경상북도,김천시,서김천현대서비스,경상북도 김천시 속구미길 65 (신음동),054-433-1154,고전압배터리 제외 전 작업 수리 가능
625,현대,경상남도,김해시,서김해현대상용서비스,경상남도 김해시 서김해산단안길 105 (풍유동),055-902-0100,고전압배터리 제외 전 작업 수리 가능
626,현대,경상남도,김해시,서김해현대서비스,경상남도 김해시 주촌면 서부로 1474-11,055-724-1980,고전압배터리 제외 전 작업 수리 가능
627,현대,대구광역시,달서구,서대구현대상용서비스,대구광역시 달서구 성서공단로 72-19 (대천동),053-585-5900,고전압배터리 제외 전 작업 수리 가능
628,현대,대구광역시,서구,서대구현대서비스,대구광역시 서구 와룡로 319 (중리동),053-562-2662,모든수리
629,현대,부산광역시,서구,서대신점,부산광역시 서구 대신로 107 (서대신동3가),051-253-8204,고전압배터리 제외 전 작업 수리 가능
630,현대,울산광역시,중구,서동점 ,울산광역시 중구 북부순환도로 895 ,052-293-1472,고전압배터리 제외 전 작업 수리 가능
631,현대,대구광역시,북구,서변점,대구광역시 북구 호국로 237 (서변동),053-939-8572,고전압배터리 제외 전 작업 수리 가능
632,현대,경상남도,김해시,서부산하이테크센터,경상남도 김해시 김해대로 2736 ,055-320-1472,모든수리
633,현대,전북특별자치도,부안군,서부안현대서비스,전북특별자치도 부안군 부안읍 순환남로 571,063-584-7873,모든수리
634,현대,광주광역시,서구,서부현대서비스,광주광역시 서구 풍서좌로 247,062-675-3111,모든수리
635,현대,충청남도,서산시,서산현대서비스,충청남도 서산시 수석순환로 5 (수석동),041-665-0611,고전압배터리 제외 전 작업 수리 가능
636,현대,울산광역시,울주군,서생점,울산광역시 울주군 서생면 해맞이로 1622,052-238-0091,고전압배터리 제외 전 작업 수리 가능
637,현대,경상남도,창원시,서성점,경상남도 창원시 마산합포구 남성로 21,055-243-0043,고전압배터리 제외 전 작업 수리 가능
638,현대,경상북도,안동시,서안동현대서비스,경상북도 안동시 풍산읍 풍산태사로 773,054-859-3434,고전압배터리 제외 전 작업 수리 가능
639,현대,인천광역시,계양구,서운점,인천광역시 계양구 살라리로1번길 2 ,032-554-8572,고전압배터리 제외 전 작업 수리 가능
640,현대,서울특별시,성동구,서울숲현대서비스,서울특별시 성동구 왕십리로16길 26 (성수동1가),02-464-1885,고전압배터리 제외 전 작업 수리 가능
641,현대,서울특별시,강남구,서울자동차서비스,서울특별시 강남구 선릉로93길 46 (역삼동),02-554-2085,고전압배터리 제외 전 작업 수리 가능
642,현대,강원특별자치도,원주시,서원주현대서비스,강원특별자치도 원주시 봉화로 145 (단계동),033-733-9800,모든수리
643,현대,경기도,이천시,서이천현대서비스,경기도 이천시 이섭대천로 1334 (증포동),031-631-2881,모든수리
644,현대,전북특별자치도,익산시,서익산현대서비스,전북특별자치도 익산시 군익로 446-1 (송학동),063-855-0020,모든수리
645,현대,전북특별자치도,전주시,서전주현대서비스(유),전북특별자치도 전주시 덕진구 온고을로 438-1 1층 (만성동),063-714-3888,모든수리
646,현대,인천광역시,남동구,서창점,인천광역시 남동구 장아산로174번길 13 (서창동),032-465-8204,고전압배터리 제외 전 작업 수리 가능
647,현대,세종특별자치시,조치원읍,서창점,세종특별자치시 조치원읍 새내로197-4,044-865-8204,고전압배터리 제외 전 작업 수리 가능
648,현대,충청남도,천안시,서천안현대서비스,충청남도 천안시 서북구 두정공단1길 143 (두정동),041-555-1641,모든수리
649,현대,충청남도,서천군,서천장항현대서비스,충청남도 서천군 장항읍 장서로 68,041-956-0909,고전압배터리 제외 전 작업 수리 가능
650,현대,경기도,용인시,서천점,경기도 용인시 기흥구 서그내로53번길 3-29,031-203-8572,고전압배터리 제외 전 작업 수리 가능
651,현대,충청남도,서천군,서천점,충청남도 서천군 서천읍 서천로 174,041-952-4984,고전압배터리 제외 전 작업 수리 가능
652,현대,서울특별시,서초구,서초남부점,서울특별시 서초구 서초대로53길 16 (서초동),02-593-7799,고전압배터리 제외 전 작업 수리 가능
653,현대,서울특별시,서초구,서초동부점,서울특별시 서초구 서초대로42길 55 (서초동),02-525-9797,고전압배터리 제외 전 작업 수리 가능
654,현대,서울특별시,서초구,서초서부점,서울특별시 서초구 서운로 14 (서초동),02-585-8204,고전압배터리 제외 전 작업 수리 가능
655,현대,경기도,평택시,서평택현대상용서비스,경기도 평택시 포승읍 포승서로 80,031-686-8777,고전압배터리 제외 전 작업 수리 가능
656,현대,경기도,하남시,서하남로점,경기도 하남시 서하남로 264 (광암동),02-483-9944,고전압배터리 제외 전 작업 수리 가능
657,현대,대구광역시,동구,서호점,대구광역시 동구 안심로43길 2 (서호동),053-963-8287,고전압배터리 제외 전 작업 수리 가능
658,현대,인천광역시,서구,석남점,인천광역시 서구 길주로 82 (석남동),032-583-8204,고전압배터리 제외 전 작업 수리 가능
659,현대,경기도,김포시,석모점,경기도 김포시 양촌읍 김포한강4로 260,031-982-8904,고전압배터리 제외 전 작업 수리 가능
660,현대,강원특별자치도,춘천시,석사점,강원특별자치도 춘천시 남춘로36번길 87 (퇴계동),033-261-8210,고전압배터리 제외 전 작업 수리 가능
661,현대,서울특별시,송파구,석촌점,서울특별시 송파구 송파대로39길 6 (석촌동),02-421-4087,모든수리
662,현대,전라남도,순천시,석현점,전라남도 순천시 삼산로 35 (석현동),061-753-8700,고전압배터리 제외 전 작업 수리 가능
663,현대,전라남도,목포시,석현점,전라남도 목포시 영산로 721 (석현동),061-281-6364,고전압배터리 제외 전 작업 수리 가능
664,현대,강원특별자치도,홍천군,석화자동차공업(주),강원특별자치도 홍천군 홍천읍 마지기로 187,033-435-9650,고전압배터리 제외 전 작업 수리 가능
665,현대,울산광역시,남구,선암점,울산광역시 남구 두왕로 80 (선암동),052-227-2555,모든수리
666,현대,경상남도,김해시,선지점,경상남도 김해시 주촌면 서부로 1762,055-338-1271,고전압배터리 제외 전 작업 수리 가능
667,현대,경기도,포천시,선진1급정비공업(주),경기도 포천시 일동면 화동로 790 ,031-531-0808,고전압배터리 제외 전 작업 수리 가능
668,현대,서울특별시,서초구,선진자동차공업(주)서초점,서울특별시 서초구 반포대로18길 48 (서초동),02-3472-3796,고전압배터리 제외 전 작업 수리 가능
669,현대,경상북도,경주시,성건점,경상북도 경주시 북문로 63 (성건동),054-744-8204,고전압배터리 제외 전 작업 수리 가능
670,현대,경기도,성남시,성남점,경기도 성남시 중원구 산성대로 64-1 (성남동),031-753-4533,고전압배터리 제외 전 작업 수리 가능
671,현대,경기도,성남시,성남하이테크밸리현대서비스,경기도 성남시 중원구 순환로 116 (상대원동),031-746-7000,모든수리
672,현대,경상북도,경주시,성동점,경상북도 경주시 알천남로 176-1 (성동동),054-771-7120,고전압배터리 제외 전 작업 수리 가능
673,현대,서울특별시,성북구,성북삼선교점,서울특별시 성북구 성북로 38 (성북동),02-763-8204,고전압배터리 제외 전 작업 수리 가능
674,현대,제주특별자치도,서귀포시,성산점,제주특별자치도 서귀포시 성산읍 서성일로 1194,064-784-8204,고전압배터리 제외 전 작업 수리 가능
675,현대,경기도,고양시,성석동부점,경기도 고양시 일산동구 성석로 325 (성석동),031-977-0809,고전압배터리 제외 전 작업 수리 가능
676,현대,충청남도,천안시,성정점,충청남도 천안시 서북구 서부대로 622 (성정동),041-579-8181,고전압배터리 제외 전 작업 수리 가능
677,현대,경상북도,성주군,성주점,경상북도 성주군 성주읍 성주순환로 226,054-931-8204,고전압배터리 제외 전 작업 수리 가능
678,현대,충청남도,천안시,성환점,충청남도 천안시 서북구 성환읍 성환1로 69,041-582-4850,고전압배터리 제외 전 작업 수리 가능
679,현대,경상남도,양산시,세방정비공장,경상남도 양산시 물금읍 제방로 223 10단지 세방 CY,055-381-3031,고전압배터리 제외 전 작업 수리 가능
680,현대,세종특별자치시,금남면,세종금남점,세종특별자치시 금남면 용포로 112,044-868-5185,고전압배터리 제외 전 작업 수리 가능
681,현대,세종특별자치시,부강면,세종부강점,세종특별자치시 부강면 연청로1040,044-866-8203,고전압배터리 제외 전 작업 수리 가능
682,현대,세종특별자치시,장군면,세종서부점,세종특별자치시 장군면 장척로 536,044-867-6671,모든수리
683,현대,부산광역시,해운대구,센텀점,부산광역시 해운대구 재반로27번길 37-15 ,051-504-9322,고전압배터리 제외 전 작업 수리 가능
684,현대,경상남도,창원시,소답점,경상남도 창원시 의창구 읍성로 124 (소답동),055-253-0201,고전압배터리 제외 전 작업 수리 가능
685,현대,경기도,평택시,소사벌점,경기도 평택시 비전3로 193-10 ,031-654-0633,고전압배터리 제외 전 작업 수리 가능
686,현대,강원특별자치도,춘천시,소양점,강원특별자치도 춘천시 소양로 161 (소양로2가),033-254-8504,고전압배터리 제외 전 작업 수리 가능
687,현대,강원특별자치도,속초시,속초현대상용서비스,강원특별자치도 속초시 방축길28,033-636-3850,고전압배터리 제외 전 작업 수리 가능
688,현대,경상북도,포항시,송도점,경상북도 포항시 남구 송림로 106 (송도동),054-243-8204,모든수리
689,현대,인천광역시,미추홀구,송도종합서비스,인천광역시 미추홀구 독배로 183,032-831-5599,모든수리
690,현대,충청북도,진천군,송두점,충청북도 진천군 진천읍 덕금로 106-27,043-534-2338,고전압배터리 제외 전 작업 수리 가능
691,현대,충청남도,당진시,송악현대서비스,충청남도 당진시 송악읍 덕적골길 14,041-354-8272,모든수리
692,현대,광주광역시,남구,송암현대서비스,광주광역시 남구 송암로24번나길 12 (송하동),062-674-1531,고전압배터리 제외 전 작업 수리 가능
693,현대,경기도,포천시,송우점,경기도 포천시 소흘읍 호국로484번길 24,031-542-9090,고전압배터리 제외 전 작업 수리 가능
694,현대,경기도,포천시,송우중부점,경기도 포천시 소흘읍 송우로 166,031-542-8235,고전압배터리 제외 전 작업 수리 가능
695,현대,경기도,포천시,송우현대서비스(주),경기도 포천시 소흘읍 부흥로 129 (외2필지),031-541-1737,고전압배터리 제외 전 작업 수리 가능
696,현대,전라남도,나주시,송월점,전라남도 나주시 예향로 4111 (송월동),061-331-8204,고전압배터리 제외 전 작업 수리 가능
697,현대,경기도,용인시,송전점,경기도 용인시 처인구 백옥대로 20(제1동) (이동면),031-323-5300,고전압배터리 제외 전 작업 수리 가능
698,현대,부산광역시,해운대구,송정점,부산광역시 해운대구 해운대로 1130 (송정동),051-704-1335,고전압배터리 제외 전 작업 수리 가능
699,현대,경상북도,구미시,송정점,경상북도 구미시 구미중앙로42길 5-22 (송정동),054-456-0080,고전압배터리 제외 전 작업 수리 가능
700,현대,광주광역시,광산구,송정점,광주광역시 광산구 송도로 299 (송정동),062-945-8204,고전압배터리 제외 전 작업 수리 가능
701,현대,전북특별자치도,전주시,송천동부점,전북특별자치도 전주시 덕진구 송천중앙로 248 (송천동2가),063-254-8575,고전압배터리 제외 전 작업 수리 가능
702,현대,전북특별자치도,전주시,송천북부점,전북특별자치도 전주시 덕진구 동부대로 1088 (송천동2가),063-275-9994,고전압배터리 제외 전 작업 수리 가능
703,현대,전북특별자치도,전주시,송천점,전북특별자치도 전주시 덕진구 송천3길 44-12 (송천동1가),063-271-7272,고전압배터리 제외 전 작업 수리 가능
704,현대,서울특별시,송파구,송파현대써비스(주),서울특별시 송파구 송이로32길 38 (문정동),02-431-6586,고전압배터리 제외 전 작업 수리 가능
705,현대,전북특별자치도,익산시,송학점,전북특별자치도 익산시 고현로 17 (송학동),063-853-6817,고전압배터리 제외 전 작업 수리 가능
706,현대,대구광역시,달서구,송현중부점,대구광역시 달서구 송현로 14 (송현동),053-657-8204,고전압배터리 제외 전 작업 수리 가능
707,현대,경기도,남양주,수동현대서비스,경기도 남양주시 수동면 비룡로 544,031-559-5599,고전압배터리 제외 전 작업 수리 가능
708,현대,전북특별자치도,정읍시,수성점,전북특별자치도 정읍시 남북로 61 (수성동),063-532-4114,고전압배터리 제외 전 작업 수리 가능
709,현대,대구광역시,수성구,수성중부점,대구광역시 수성구 달구벌대로 2356 (수성동3가),053-755-8200,고전압배터리 제외 전 작업 수리 가능
710,현대,광주광역시,광산구,수완점,광주광역시 광산구 수완로74번길 11-38 (수완동),062-961-4111,고전압배터리 제외 전 작업 수리 가능
711,현대,경기도,용인시,수원하이테크센터,경기도 용인시 기흥구 중부대로 30 ,031-206-5151,모든수리
712,현대,서울특별시,강북구,수유중부점,서울특별시 강북구 인수봉로 183 (수유동),02-933-8204,고전압배터리 제외 전 작업 수리 가능
713,현대,경기도,용인시,수지점,경기도 용인시 수지구 신수로683번길 23 (풍덕천동),031-261-1144,고전압배터리 제외 전 작업 수리 가능
714,현대,경기도,용인시,수지중앙현대서비스,경기도 용인시 수지구 풍덕천로190번길 15-4 (풍덕천동),031-265-1340,고전압배터리 제외 전 작업 수리 가능
715,현대,경기도,구리시,수택점,경기도 구리시 원수택로 42 (수택동),031-565-8204,고전압배터리 제외 전 작업 수리 가능
716,현대,전북특별자치도,순창군,순창중앙현대서비스,전북특별자치도 순창군 순창읍 강천로19-6,063-653-1234,고전압배터리 제외 전 작업 수리 가능
717,현대,전라남도,순천시,순천서면현대상용서비스,전라남도 순천시 서면 순천로 76,061-755-3630,고전압배터리 제외 전 작업 수리 가능
718,현대,전라남도,순천시,순천하이테크센터,전라남도 순천시 순광로 197,061-723-4111,모든수리
719,현대,경기도,안양시,시민대로현대서비스,경기도 안양시 동안구 벌말로 91 (관양동),031-421-6900,고전압배터리 제외 전 작업 수리 가능
720,현대,대구광역시,수성구,시지점,대구광역시 수성구 달구벌대로 3018 (시지동),053-791-2868,고전압배터리 제외 전 작업 수리 가능
721,현대,대구광역시,수성구,시지현대서비스,대구광역시 수성구 욱수천로 90-17 (신매동),053-795-1000,고전압배터리 제외 전 작업 수리 가능
722,현대,경기도,시흥시,시화하이테크센터,경기도 시흥시 경제로 137 ,031-497-6110,모든수리
723,현대,경기도,시흥시,시화현대서비스,경기도 시흥시 군자천로 271 (시화공단2가 203-2),031-497-5555,모든수리
724,현대,경기도,의정부시,신곡남부점,경기도 의정부시 동일로 512 (신곡동),031-844-8200,고전압배터리 제외 전 작업 수리 가능
725,현대,경기도,의정부시,신곡점,경기도 의정부시 부용로 9 (금오동),031-821-8204,고전압배터리 제외 전 작업 수리 가능
726,현대,서울특별시,영등포구,신길남부점,서울특별시 영등포구 신길로 65-1,02-842-2715,고전압배터리 제외 전 작업 수리 가능
727,현대,서울특별시,중랑구,신내점,서울특별시 중랑구 봉화산로 226 (신내동),02-495-8664,고전압배터리 제외 전 작업 수리 가능
728,현대,대구광역시,달서구,신당중부점,대구광역시 달서구 달구벌대로 1206 (신당동),053-583-8205,고전압배터리 제외 전 작업 수리 가능
729,현대,서울특별시,관악구,신림점,서울특별시 관악구 남부순환로 1499 (신림동),02-866-8204,고전압배터리 제외 전 작업 수리 가능
730,현대,서울특별시,양천구,신목로점,서울특별시 양천구 신목로 26 (신정동),02-2654-8000,고전압배터리 제외 전 작업 수리 가능
731,현대,경상북도,상주시,신봉점,경상북도 상주시 상산로 102 (신봉동),054-535-8510,고전압배터리 제외 전 작업 수리 가능
732,현대,경기도,용인시,신봉점,경기도 용인시 수지구 수지로227번길 2 (신봉동),031-264-1722,고전압배터리 제외 전 작업 수리 가능
733,현대,서울특별시,강남구,신사점(주),서울특별시 강남구 압구정로4길 14 (신사동),02-515-8161,고전압배터리 제외 전 작업 수리 가능
734,현대,경기도,파주시,신성자동차정비공장,경기도 파주시 문산읍 문향로84번길 6,031-953-7788,고전압배터리 제외 전 작업 수리 가능
735,현대,경상남도,산청군,신안원지점,경상남도 산청군 신안면 원지로 38,055-974-0971,고전압배터리 제외 전 작업 수리 가능
736,현대,광주광역시,북구,신안점,광주광역시 북구 중흥로 124(신안동),062-383-8020,고전압배터리 제외 전 작업 수리 가능
737,현대,경상남도,진주시,신안점,경상남도 진주시 신안로 18 (신안동),055-741-6464,고전압배터리 제외 전 작업 수리 가능
738,현대,경기도,수원시,신영통현대서비스,경기도 수원시 영통구 권선로 899 (신동),031-203-3775,고전압배터리 제외 전 작업 수리 가능
739,현대,서울특별시,양천구,신월대형점,서울특별시 양천구 남부순환로 563 (신월동),02-2607-4343,고전압배터리 제외 전 작업 수리 가능
740,현대,경상남도,창원시,신월점,경상남도 창원시 성산구 신사로35번길 26 (신월동),055-281-8572,고전압배터리 제외 전 작업 수리 가능
741,현대,서울특별시,양천구,신월중부점,서울특별시 양천구 오목로 13 (신월동),02-2603-7784,고전압배터리 제외 전 작업 수리 가능
742,현대,경기도,평택시,신장점,경기도 평택시 신장로 176 (신장동),031-663-0955,고전압배터리 제외 전 작업 수리 가능
743,현대,울산광역시,남구,신정남부점,울산광역시 남구 돋질로 111 (신정동),052-257-2217,고전압배터리 제외 전 작업 수리 가능
744,현대,서울특별시,양천구,신정서부점,서울특별시 양천구 목동남로 72 (신정동),02-2652-8271,고전압배터리 제외 전 작업 수리 가능
745,현대,울산광역시,남구,신정중부점,울산광역시 남구 팔등로 3 (신정동),052-257-8272,고전압배터리 제외 전 작업 수리 가능
746,현대,서울특별시,양천구,신정중부점,서울특별시 양천구 신정중앙로 40 (신정동),02-2695-8201,고전압배터리 제외 전 작업 수리 가능
747,현대,광주광역시,광산구,신창진흥점,광주광역시 광산구 북문대로 482 (신창동),062-961-3111,고전압배터리 제외 전 작업 수리 가능
748,현대,충청남도,공주시,신창현대서비스(주),충청남도 공주시 우금티로 616 (금학동),041-857-9977,고전압배터리 제외 전 작업 수리 가능
749,현대,경기도,시흥시,신천점,경기도 시흥시 수인로3409번길 65 (신천동),031-313-2040,고전압배터리 제외 전 작업 수리 가능
750,현대,대구광역시,동구,신천점,대구광역시 동구 동부로 51 (신천동),053-952-8204,고전압배터리 제외 전 작업 수리 가능
751,현대,전북특별자치도,정읍시,신태인점,전북특별자치도 정읍시 신태인읍 신태인중앙로 61,063-571-5582,고전압배터리 제외 전 작업 수리 가능
752,현대,부산광역시,사하구,신평점,부산광역시 사하구 하신중앙로 118 (신평동),051-271-8257,고전압배터리 제외 전 작업 수리 가능
753,현대,인천광역시,중구,신포점,인천광역시 중구 인중로182번길 6-3 (사동),032-888-7117,고전압배터리 제외 전 작업 수리 가능
754,현대,경상남도,사천시,신항점,경상남도 사천시 신항로 53 (동금동),055-835-2100,고전압배터리 제외 전 작업 수리 가능
755,현대,경기도,부천시,신흥현대서비스,경기도 부천시 신흥로 384,032-672-5806,고전압배터리 제외 전 작업 수리 가능
756,현대,서울특별시,도봉구,쌍문점,서울특별시 도봉구 도당로 22 (쌍문동),02-902-3827,고전압배터리 제외 전 작업 수리 가능
757,현대,충청남도,천안시,쌍용점,충청남도 천안시 서북구 월봉7길 39 (쌍용동),041-576-8204,고전압배터리 제외 전 작업 수리 가능
758,현대,광주광역시,서구,쌍촌점,광주광역시 서구 천변좌하로484번길 2,062-375-8204,고전압배터리 제외 전 작업 수리 가능
759,현대,제주특별자치도,제주시,아라동부점,제주특별자치도 제주시 간월동로 67,064-722-7982,고전압배터리 제외 전 작업 수리 가능
760,현대,제주특별자치도,제주시,아라점,제주특별자치도 제주시 아봉로 11 (아라이동),064-759-8272,고전압배터리 제외 전 작업 수리 가능
761,현대,충청남도,아산시,아산현대서비스(주),충청남도 아산시 온천대로 1790-9,041-531-1122,모든수리
762,현대,경상북도,경주시,안강점,경상북도 경주시 안강읍 안강중앙로 40-1,054-763-8205,고전압배터리 제외 전 작업 수리 가능
763,현대,부산광역시,동래구,안락점,"부산광역시 동래구 반송로 210, 외1필지 (안락동)",051-523-8204,고전압배터리 제외 전 작업 수리 가능
764,현대,충청남도,태안군,안면점,충청남도 태안군 안면읍 장터로 50-1,041-673-4351,고전압배터리 제외 전 작업 수리 가능
765,현대,경상남도,창원시,안민점,경상남도 창원시 성산구 공단로 734 (안민동),055-264-8204,고전압배터리 제외 전 작업 수리 가능
766,현대,전라남도,여수시,안산점,전라남도 여수시 장성3길 10 (안산동),061-683-8292,고전압배터리 제외 전 작업 수리 가능
767,현대,경기도,안성시,안성서부점,경기도 안성시 대덕면 중앙로 30 현대자동차 블루핸즈  안성서부점,031-672-8889,고전압배터리 제외 전 작업 수리 가능
768,현대,경기도,안성시,안성중앙현대서비스,경기도 안성시 대덕면 만세로 37,031-676-9800,고전압배터리 제외 전 작업 수리 가능
769,현대,경기도,안성시,안성현대상용서비스,경기도 안성시 미양면 안성대로 697-16,031-671-0004,고전압배터리 제외 전 작업 수리 가능
770,현대,서울특별시,성북구,안암점,서울특별시 성북구 안암로 107 (안암동5가),02-922-0700,고전압배터리 제외 전 작업 수리 가능
771,현대,경기도,안양시,안양북부점,경기도 안양시 만안구 만안로 290-1 (안양동),031-442-8204,고전압배터리 제외 전 작업 수리 가능
772,현대,대전광역시,중구,안영점,대전광역시 중구 대둔산로 237 (안영동),042-586-1393,고전압배터리 제외 전 작업 수리 가능
773,현대,경기도,평택시,안중점,경기도 평택시 안중읍 안청로 68,031-681-8224,고전압배터리 제외 전 작업 수리 가능
774,현대,경기도,평택시,안중현대서비스(주),경기도 평택시 오성면 서동대로 2061,031-682-1900,고전압배터리 제외 전 작업 수리 가능
775,현대,경상북도,영천시,야사점,경상북도 영천시 충효로 171 (야사동),054-338-0003,고전압배터리 제외 전 작업 수리 가능
776,현대,경기도,성남시,야탑현대서비스,경기도 성남시 분당구  판교로 582,031-701-5566,고전압배터리 제외 전 작업 수리 가능
777,현대,경기도,부천시,약대점,경기도 부천시 중동로 365,032-675-2254,고전압배터리 제외 전 작업 수리 가능
778,현대,경상남도,창원시,양덕동부점,경상남도 창원시 마산회원구 합성옛길 42,055-297-8204,고전압배터리 제외 전 작업 수리 가능
779,현대,경상북도,포항시,양덕점,경상북도 포항시 북구 양덕동 천마로 46번길 28-8,054-253-8383,고전압배터리 제외 전 작업 수리 가능
780,현대,경상남도,창원시,양덕점,경상남도 창원시 마산회원구 양덕남9길88 (양덕동),055-296-8204,고전압배터리 제외 전 작업 수리 가능
781,현대,경상남도,양산시,양산남부점,경상남도 양산시 중앙로 81 ,055-389-0043,고전압배터리 제외 전 작업 수리 가능
782,현대,경상남도,양산시,양산북부점,경상남도 양산시 양산대로 1004 ,055-389-0043,고전압배터리 제외 전 작업 수리 가능
783,현대,경상남도,양산시,양산소토점,경상남도 양산시 양산대로 1223,055-374-1800,고전압배터리 제외 전 작업 수리 가능
784,현대,경상남도,양산시,양산중부현대서비스,경상남도 양산시 어실로 183 ,055-387-0070,고전압배터리 제외 전 작업 수리 가능
785,현대,강원특별자치도,양양군,양양점,강원특별자치도 양양군 양양읍 동해대로 2865,033-671-1918,고전압배터리 제외 전 작업 수리 가능
786,현대,서울특별시,서초구,양재남부점,서울특별시 서초구 마방로 36 (양재동),02-576-0097,고전압배터리 제외 전 작업 수리 가능
787,현대,서울특별시,서초구,양재동부점,서울특별시 서초구 바우뫼로 187 (양재동),02-573-5872,고전압배터리 제외 전 작업 수리 가능
788,현대,서울특별시,서초구,양재북부점,서울특별시 서초구 강남대로18길 16-12 (양재동),02-529-8214,고전압배터리 제외 전 작업 수리 가능
789,현대,서울특별시,서초구,양재점,서울특별시 서초구 매헌로 50 (양재동),02-529-8272,고전압배터리 제외 전 작업 수리 가능
790,현대,서울특별시,서초구,양재중부점,서울특별시 서초구 강남대로4길 5 (양재동),02-578-1331,고전압배터리 제외 전 작업 수리 가능
791,현대,서울특별시,서초구,양재현대서비스(주),서울특별시 서초구 남부순환로342길 100-9 ,02-572-4665,고전압배터리 제외 전 작업 수리 가능
792,현대,경기도,양주시,양주샘내점,경기도 양주시 평화로 1307 (산북동),031-843-2880,고전압배터리 제외 전 작업 수리 가능
793,현대,경기도,양주시,양주현대서비스,경기도 양주시 광적면 부흥로 931,031-836-1101,고전압배터리 제외 전 작업 수리 가능
794,현대,경기도,김포시,양촌점,경기도 김포시 양촌읍 양곡4로 40,031-996-1611,고전압배터리 제외 전 작업 수리 가능
795,현대,경기도,양평군,양평동부점,경기도 양평군 양평읍 백안길 9,031-771-8246,고전압배터리 제외 전 작업 수리 가능
796,현대,서울특별시,영등포구,양평서부점,서울특별시 영등포구 선유로 164 (양평동3가),02-2675-8204,고전압배터리 제외 전 작업 수리 가능
797,현대,경기도,양평군,양평점,경기도 양평군 양평읍 양근로 15,031-774-5511,고전압배터리 제외 전 작업 수리 가능
798,현대,경기도,양평군,양평현대서비스,경기도 양평군 양평읍 경강로 1744,031-772-2301,고전압배터리 제외 전 작업 수리 가능
799,현대,울산광역시,울주군,언양점,울산광역시 울주군 언양읍 남천로 170,052-263-2308,고전압배터리 제외 전 작업 수리 가능
800,현대,울산광역시,울주군,언양현대서비스,울산광역시 울주군 상북면 봉화로 248,052-263-8272,모든수리
801,현대,전라남도,여수시,여서점,전라남도 여수시 여서로 228 (여서동),061-653-8204,고전압배터리 제외 전 작업 수리 가능
802,현대,전라남도,여수시,여수산단현대상용서비스,전라남도 여수시 화치동 산단중앙로 67 (화치동),061-692-7575,고전압배터리 제외 전 작업 수리 가능
803,현대,경기도,여주시,여주점,경기도 여주시 세종로 82 (홍문동),031-886-7282,고전압배터리 제외 전 작업 수리 가능
